bioID,year,tmID,position,minutes,assists,blocks,points,rebounds,steals,turnovers,performance
jacobam01w,6,MIN,G,478,68,4,121,19,19,46,10.453801932069899
jacobam01w,7,MIN,G,861,115,2,279,90,26,90,17.134494773519165
jacobam01w,8,MIN,G,328,40,0,93,20,9,41,16.137346890833495
jacobam01w,9,LAS,G,61,6,0,10,2,0,8,15.407880584792025
jacobam01w,9,WAS,G,82,11,0,10,7,3,8,11.815130349218473
jamesta01w,7,WAS,F,160,3,2,57,16,4,10,20.008333333333333
jamesta01w,8,WAS,F,401,34,4,167,49,25,28,19.330213704708974
januabr01w,10,IND,G,683,77,3,227,63,36,57,18.115959004392387
jekaban01w,10,CON,G,644,59,0,255,78,9,48,18.245962732919253
joensca01w,8,CHI,G-F,271,32,1,95,33,17,13,21.538219215165217
joensca01w,9,CHI,G-F,272,14,2,99,35,5,23,18.88394646307853
johnsad01w,1,ORL,G,1100,54,3,436,90,24,56,16.668
johnsad01w,3,ORL,G,602,22,2,166,46,15,26,12.019933554817277
johnsad01w,4,CON,G,584,18,1,173,58,17,21,13.296575342465754
johnsch01w,4,LAS,C,45,3,1,6,6,0,4,16.4429564553094
johnsja01w,2,ORL,F,139,9,3,35,23,4,17,13.502318145483613
johnsla01w,1,UTA,F,481,26,2,144,52,12,34,16.46460974512643
johnsla01w,2,UTA,F,228,7,1,50,19,2,13,13.375902871933937
johnsla01w,3,UTA,F,269,10,2,75,19,7,15,17.512590494905663
johnsla01w,4,SAS,F,279,9,1,58,25,3,14,16.24720245219676
johnsla01w,5,HOU,F,36,1,0,6,1,2,2,15.826302466390723
johnsni01w,1,CHA,G,78,11,0,26,4,4,9,15.879500459167764
johnspo01w,1,CLE,C,57,2,1,17,14,0,8,17.83539869741243
johnspo01w,2,CLE,C,119,4,2,28,31,0,10,26.6404766408171
johnspo01w,3,MIA,C,801,32,15,217,140,27,53,16.260674157303374
johnspo01w,4,CLE,C,416,19,10,89,82,12,19,15.638557692307689
johnspo01w,5,HOU,C,157,1,3,22,29,4,8,16.93560825334536
johnssh01w,1,ORL,G,1126,169,7,381,155,58,102,20.963765541740674
johnssh01w,2,ORL,G,785,68,6,302,77,34,54,18.86675159235669
johnssh01w,3,ORL,G,1110,163,7,499,129,51,98,24.34054054054054
johnssh01w,4,CON,G,1107,196,3,420,134,44,107,23.053658536585367
johnssh01w,5,SAS,G,954,136,4,287,82,48,99,17.547169811320757
johnssh01w,6,SAS,G,1104,158,5,317,91,46,113,16.75108695652174
johnssh01w,7,SAS,G,874,117,5,318,95,60,75,21.422883295194506
johnssh01w,8,DET,G,559,56,2,193,61,20,40,17.954919499105543
johnssh01w,9,HOU,G,1014,168,9,253,107,52,78,19.11834319526627
johnssh01w,10,SEA,G,618,52,7,137,62,27,52,12.040776699029127
johnste01w,6,WAS,G,973,177,1,315,104,44,88,21.73689619732785
johnste01w,7,LAS,G,808,161,1,255,97,47,70,23.538118811881187
johnste01w,8,LAS,G,206,30,1,70,29,8,31,17.716286732600253
johnste01w,9,LAS,G,393,71,2,96,43,24,37,15.407880584792025
johnste01w,10,PHO,G,901,157,4,328,120,29,76,22.894561598224193
johnsti01w,1,HOU,C,687,10,16,131,147,10,17,17.030567685589517
johnsti01w,2,HOU,C,672,22,15,148,138,12,42,15.964285714285717
johnsti01w,3,HOU,C,815,39,24,201,173,17,38,18.69791411042945
johnsti01w,4,HOU,C,359,13,7,77,63,3,20,19.1550279230926
johnsti01w,5,HOU,C,660,27,17,142,122,9,31,15.856363636363636
johnsti01w,7,SEA,C,643,17,17,150,124,10,31,16.63950233281493
johnsvi01w,1,NYL,G-F,1023,77,5,380,137,22,57,20.058651026392962
johnsvi01w,2,NYL,G-F,939,87,4,353,107,35,52,21.408306709265176
johnsvi01w,3,NYL,G-F,1028,86,4,359,109,27,45,19.76147859922179
johnsvi01w,4,NYL,G-F,1042,75,7,430,95,29,55,20.964299424184258
johnsvi01w,5,NYL,G-F,1119,124,4,321,121,25,71,17.446648793565686
johnsvi01w,6,NYL,G-F,1023,92,2,353,118,23,44,19.956598240469205
johnsvi01w,7,SAS,G-F,1004,122,3,337,167,28,59,21.904780876494026
johnsvi01w,8,SAS,G-F,852,104,8,243,144,34,36,21.63802816901408
johnsvi01w,9,SAS,G-F,892,115,5,213,169,26,49,19.35201793721973
johnsvi01w,10,SAS,G-F,737,77,4,204,108,16,39,18.273541383989148
jonesas01w,3,WAS,F,612,28,17,208,89,13,39,18.041176470588233
jonesas01w,4,WAS,F,748,52,25,290,135,16,63,21.02727272727273
jonesas01w,5,CON,F,699,39,18,235,118,20,53,18.654077253218883
jonesas01w,6,CON,F,705,40,7,301,121,10,51,21.104680851063826
jonesas01w,7,CON,F,777,46,20,377,183,23,60,26.701158301158305
jonesas01w,8,CON,F,942,75,23,459,183,25,91,24.6
jonesas01w,9,CON,F,963,81,26,561,201,20,74,29.49906542056075
jonesas01w,10,CON,F,727,56,13,384,136,20,49,26.740027510316374
jonesch01w,5,DET,G-F,397,45,5,107,34,18,40,19.307203853151712
jonesch01w,6,DET,G-F,329,23,2,125,31,13,23,19.60095518632595
jonesch01w,6,MIN,G-F,281,30,3,81,33,13,17,19.293674214619553
jonesch01w,7,MIN,G-F,38,3,0,17,5,1,2,23.494736842105265
jonesja01w,1,MIA,G,233,10,0,68,22,8,25,12.591804575936777
jonesla01w,1,CHA,G,54,2,1,19,5,0,4,15.879500459167764
jonesme01w,1,CLE,G,948,63,2,352,139,29,60,17.483544303797466
jonesme01w,2,CLE,G,998,45,4,404,164,29,53,18.101002004008016
jonesme01w,3,CLE,G,1094,72,4,391,176,44,55,18.3290676416819
jonesme01w,4,CLE,G,672,44,3,164,97,22,36,13.48392857142857
jonesme01w,5,DET,G,517,21,2,180,69,19,26,15.820502901353965
kellycr01w,9,SAC,F,551,15,5,243,109,18,41,22.416696914700545
kellycr01w,10,DET,F,84,4,1,31,14,4,11,20.0079848628193
kellycr01w,10,SAC,F,283,8,2,98,39,7,22,22.932658669296654
kingbsu01w,6,MIN,G,17,1,1,3,1,0,0,10.453801932069899
kingija01w,2,DET,G,625,74,8,169,63,31,53,16.254720000000002
kingija01w,5,DET,G,15,1,0,3,1,0,2,11.429837100550715
kingija01w,5,PHO,G,128,12,2,20,13,5,7,13.791543126684637
kingija01w,7,SAS,G,115,11,0,25,10,6,5,17.08381824125531
klimezu01w,3,IND,F,39,2,1,5,5,1,2,17.15139291048057
klimezu01w,4,IND,F,3,0,0,2,0,0,0,22.090610900156356
koehnla01w,6,WAS,G,230,10,0,113,11,2,6,15.642015851549141
koehnla01w,7,WAS,G,161,8,2,71,12,2,5,21.089753165025108
koehnla01w,8,WAS,G,109,5,0,40,8,0,3,15.07609523332019
koehnla01w,9,WAS,G,144,3,0,71,11,0,10,11.815130349218473
korstil01w,2,PHO,G,75,5,0,21,11,3,9,16.38192895510692
kostaan01w,7,HOU,G,266,19,0,67,25,7,42,12.603693257508688
kostita01w,1,MIA,F,46,4,0,7,5,2,7,13.041811913426548
kraayca01w,6,NYL,F,196,5,8,69,27,4,17,15.414206333481935
kraayca01w,7,NYL,F,903,32,15,298,158,16,62,17.836544850498342
kraayca01w,8,NYL,F,967,51,20,366,154,32,84,19.165253360910036
kraayca01w,9,NYL,F,961,49,26,326,209,28,55,21.461394380853278
kraayca01w,10,NYL,F,888,32,13,307,155,22,66,18.27162162162162
kubikni01w,1,PHO,G,19,2,0,6,2,0,3,13.924298303271987
kubikni01w,2,PHO,G,21,5,0,2,2,4,3,16.38192895510692
lacyje01w,7,PHO,F,504,14,12,162,102,12,45,18.042857142857144
lacyje01w,8,PHO,F,94,2,0,35,19,3,10,24.67198230461344
lacyje01w,9,ATL,F,605,27,6,189,89,18,37,16.679008264462812
lacyje01w,10,ATL,F,362,9,7,96,70,9,24,23.683924469492297
lacyve01w,1,NYL,C,18,0,0,6,5,0,2,23.68947368421053
lambesh01w,3,CHA,G,16,3,0,2,3,1,2,18.534562861984256
lambesh01w,4,DET,G,187,14,0,87,28,5,29,18.614420827747143
lambesh01w,5,HOU,G,788,88,4,197,68,26,82,12.965482233502538
lambesh01w,6,DET,G,152,21,1,33,17,8,24,14.12895157867053
lambmo01w,1,HOU,C,140,3,4,26,26,2,4,16.409569557080474
langhcr01w,9,WAS,F-C,529,15,6,164,136,15,36,21.429867674858222
langhcr01w,10,WAS,F-C,1013,29,13,408,268,34,76,25.022309970384995
larkier01w,9,NYL,F,335,18,7,129,73,10,35,21.83776358891901
larkier01w,10,NYL,F,137,8,4,44,31,9,16,20.462641659992588
lassiam01w,2,HOU,F,613,34,21,138,110,16,35,16.17357259380098
lassiam01w,3,HOU,F,46,2,2,1,6,2,2,16.098733073836396
lassiam01w,3,SEA,F,554,55,19,126,63,27,49,13.899638989169675
lassiam01w,4,SEA,F,733,42,26,163,112,27,42,15.411732605729874
lassiam01w,5,MIN,F,563,37,22,127,80,21,40,14.860390763765544
lassiam01w,6,MIN,F,388,23,4,107,46,14,29,17.65022412051547
lassiam01w,7,CHI,F,778,65,17,257,88,42,57,17.509511568123393
lattaiv01w,8,DET,G,221,20,2,93,19,8,16,12.407139019810916
lattaiv01w,9,ATL,G,960,123,1,388,72,45,61,22.30875
lattaiv01w,10,ATL,G,350,34,1,146,16,13,26,16.389573084662196
lawsoed01w,6,HOU,G,114,4,1,25,7,2,12,9.12350208218625
lawsoed01w,6,NYL,G,12,0,0,2,2,0,0,12.721097102780329
lawsoed01w,7,SEA,G,209,29,1,43,21,15,19,16.26143091064215
lawsoed01w,9,SAS,G,280,26,0,100,31,12,25,17.031173071502398
lawsoed01w,10,SAS,G,583,74,1,172,66,29,29,19.77838765008576
lawsoka01w,4,SAC,G,769,56,5,263,107,15,42,16.80156046814044
lawsoka01w,5,SAC,G,827,68,8,294,77,21,53,16.9770253929867
lawsoka01w,6,SAC,G,508,37,3,192,33,13,22,17.936220472440944
lawsoka01w,7,SAC,G,749,56,4,277,65,20,43,17.31268357810414
lawsoka01w,8,SAC,G,774,67,8,375,80,29,49,22.623255813953485
lawsoka01w,9,SAC,G,829,67,2,391,82,28,48,21.79107358262967
lawsoka01w,10,SAC,G,604,63,1,220,53,16,35,18.959602649006623
lazicka01w,2,NYL,F-C,55,3,0,17,6,3,10,18.789073576566427
lehnish01w,10,ATL,G,707,127,3,102,79,18,54,15.189250353606791
lennobe01w,1,MIN,G,984,82,9,541,178,53,97,24.54512195121951
lennobe01w,2,MIN,G,241,16,4,121,54,10,25,18.51329243353783
lennobe01w,3,MIA,G,581,47,5,310,73,25,62,22.06471600688468
lennobe01w,3,MIN,G,138,16,0,31,16,5,20,12.263388766039881
lennobe01w,4,CLE,G,560,32,4,258,89,14,58,17.768571428571427
lennobe01w,5,SEA,G,920,79,3,358,159,34,77,18.87260869565217
lennobe01w,6,SEA,G,800,57,5,346,124,35,75,18.9765
lennobe01w,7,SEA,G,891,73,5,465,137,36,98,21.781818181818185
lennobe01w,8,SEA,G,937,92,5,454,160,36,91,22.387620064034152
lennobe01w,9,ATL,G,1010,81,3,595,143,45,114,23.899009900990094
lennobe01w,10,LAS,G,640,54,4,306,136,26,70,21.2625
leslili01w,1,LAS,C,1028,60,74,570,306,31,103,33.110894941634236
leslili01w,2,LAS,C,1033,73,71,606,298,34,98,34.02749273959342
leslili01w,3,LAS,C,1060,83,90,523,322,46,108,32.79056603773585
leslili01w,4,LAS,C,792,46,63,424,231,31,65,33.83636363636364
leslili01w,5,LAS,C,1150,88,98,598,336,50,110,33.420521739130436
leslili01w,6,LAS,C,1096,87,71,517,248,67,100,28.15620437956204
leslili01w,7,LAS,C,1043,108,57,680,323,51,126,35.79290508149568
leslili01w,9,LAS,C,1059,80,97,497,293,49,119,30.67988668555241
leslili01w,10,LAS,C,638,49,33,354,151,16,59,29.48275862068966
leuchye01w,7,CHA,C,38,3,1,12,5,0,1,20.97243815025489
leuchye01w,8,WAS,C,29,3,0,4,3,2,3,17.808222811671087
levanni01w,2,LAS,G,67,7,1,20,9,5,5,18.34505632028324
lewista01w,3,SEA,F-C,57,3,0,18,24,2,7,22.932750480853294
lewisty01w,2,HOU,G,419,15,4,97,62,11,26,15.114563203989789
lewisty01w,3,HOU,G,145,9,3,34,18,3,9,12.698135511016048
lewisty01w,4,CHA,G,234,20,6,70,33,10,16,16.70684090500955
lewisty01w,5,CHA,G,617,44,7,246,57,27,44,18.210048622366287
lewisty01w,6,CHA,G,166,13,3,47,20,3,11,15.014590203983511
lewisty01w,6,MIN,G,90,7,1,28,5,3,11,10.453801932069899
lewisty01w,7,MIN,G,202,18,5,46,27,12,16,13.981170491602413
liebena01w,9,DET,G,9,2,0,0,0,0,2,10.238647084001446
littlca01w,8,SAS,F,711,23,11,132,152,30,40,15.301265822784812
littlca01w,9,ATL,F,221,9,7,62,40,10,18,17.272404928291312
littlca01w,9,SEA,F,442,27,6,185,83,18,42,20.31041333710588
littlca01w,10,SEA,F,1044,35,13,341,222,39,67,19.744827586206895
lloydan01w,1,MIN,F,333,22,2,75,43,12,24,14.448423031551727
lobore01w,2,NYL,F,85,1,0,17,14,2,7,21.976503773404467
lobore01w,3,HOU,F,132,12,5,34,23,1,11,16.098733073836396
lobore01w,4,CON,F,297,5,15,59,52,6,14,16.398577921554583
lovelst01w,1,SEA,F,324,16,2,99,57,13,35,15.96421188630491
lovelst01w,2,SEA,F,211,9,5,76,32,8,18,17.618534473459
lovelst01w,5,MIN,F,388,20,9,121,66,18,45,17.809635112282933
lovelst01w,6,MIN,F,594,31,11,209,107,24,37,20.200000000000003
lovelst01w,7,CHI,F,623,22,20,253,136,19,53,22.61701444622793
lovelst01w,8,WAS,F,105,2,0,24,13,4,7,19.330213704708974
lovelst01w,9,ATL,F,258,15,10,91,54,17,18,17.272404928291312
lovelst01w,9,DET,F,44,1,0,10,7,1,4,17.191789638932498
luckepa01w,2,PHO,F,8,1,1,0,1,0,0,15.75691346963799
luzhe01w,2,WAS,G,489,55,5,164,37,28,43,12.047974962143181
luzhe01w,3,WAS,G,474,48,5,187,32,18,43,15.309119762653983
luzhe01w,4,WAS,G,165,21,2,59,10,6,11,14.633869474173194
lyttlsa01w,6,HOU,F,460,17,3,140,125,20,23,17.105061130535525
lyttlsa01w,7,HOU,F,380,8,4,106,114,25,18,20.343542319749215
lyttlsa01w,8,HOU,F,506,30,20,183,164,37,40,27.533596837944664
lyttlsa01w,9,HOU,F,489,24,27,222,168,40,30,28.70388319566782
lyttlsa01w,10,ATL,F,931,51,22,443,254,68,64,29.2717508055854
mabikmw01w,1,LAS,G-F,940,98,18,394,179,58,51,27.245106382978726
mabikmw01w,2,LAS,G-F,828,87,11,313,130,39,44,24.013043478260872
mabikmw01w,3,LAS,G-F,1050,92,9,539,167,38,62,27.572571428571433
mabikmw01w,4,LAS,G-F,1042,82,18,441,141,30,74,22.125143953934742
mabikmw01w,5,LAS,G-F,965,75,3,445,122,36,48,24.625492227979272
mabikmw01w,6,LAS,G-F,367,29,0,99,27,15,14,16.518801089918256
mabikmw01w,7,LAS,G-F,679,48,6,272,64,19,37,20.460088365243003
mabikmw01w,8,LAS,G-F,762,72,4,267,126,28,73,19.596850393700795
mabikmw01w,9,HOU,G-F,327,17,0,92,37,10,12,18.863457631981042
macchla01w,5,LAS,F,410,14,6,152,61,21,29,13.250116084321407
macchla01w,6,LAS,F,148,7,1,63,18,8,13,19.051135732700537
machacl01w,1,LAS,C-F,421,18,4,110,72,13,19,17.4270783847981
machacl01w,2,CHA,C-F,580,17,16,163,121,16,41,19.048965517241378
machacl01w,3,ORL,C-F,428,17,4,138,64,12,33,17.01588785046729
mahonme01w,7,CON,F,351,24,1,76,66,7,25,22.927728847728847
mahonme01w,8,CON,F,121,8,1,31,14,4,11,16.497480565418652
mahonsh01w,1,NYL,F,158,4,1,27,30,2,5,13.035678915641743
mahonsh01w,3,PHO,F,13,1,0,5,2,0,1,17.100882940081245
maigaha01w,3,SAC,G-F,197,9,3,40,37,15,23,13.643623768289041
maigaha01w,4,SAC,G-F,190,14,2,42,37,18,14,16.48320268756999
maigaha01w,5,SAC,G-F,480,25,6,140,71,29,49,14.73845744680851
maigaha01w,6,SAC,G-F,408,30,6,129,67,24,42,18.08823529411765
maigaha01w,7,SAC,G-F,537,30,9,177,73,32,45,18.134078212290504
maigaha01w,8,HOU,G-F,1008,77,3,310,137,57,70,18.617857142857144
maigaha01w,9,HOU,G-F,590,39,8,202,85,33,57,18.414915254237286
maigaha01w,10,SAC,G-F,676,37,8,303,89,31,52,22.239053254437867
malcona01w,2,IND,F,705,26,3,257,91,13,48,16.80510638297872
malcona01w,3,IND,F,599,21,3,156,61,13,34,12.554924874791318
malloso01w,4,PHO,C,44,0,4,10,10,1,6,18.43161892901619
maltsev01w,8,CON,G,482,39,2,147,66,20,26,-14.342749458760277
mannish01w,1,MIA,F-C,403,17,4,103,100,23,39,18.99156327543424
mannkr01w,6,MIN,F,185,11,1,71,35,8,7,17.65022412051547
mannkr01w,7,MIN,F,894,94,7,245,113,19,50,15.676510067114094
mannkr01w,8,MIN,F,882,43,7,258,122,31,27,17.09387755102041
mannkr01w,9,ATL,F,223,14,4,45,19,8,14,17.272404928291312
mannkr01w,9,IND,F,31,1,1,2,4,1,1,18.14720152641538
mannkr01w,10,WAS,F,95,6,0,25,14,3,3,18.231505983894646
mapprh01w,1,CHA,C,856,64,24,357,205,30,59,25.023364485981308
mapprh01w,2,LAS,C,395,14,6,126,79,16,25,26.524126116632154
mapprh01w,4,LAS,C,255,6,6,62,68,7,12,16.4429564553094
marcimi01w,1,POR,G,537,73,6,177,59,37,67,18.167597765363126
marcimi01w,2,SEA,G,392,47,2,132,38,30,30,15.441829577899
marcimi01w,3,SEA,G,280,38,2,72,28,11,25,14.370855533606251
martima01w,1,MIN,F,456,21,13,132,67,17,29,14.448423031551727
martima01w,2,MIN,F,494,19,15,95,86,17,37,16.412709987833253
martinu01w,6,MIN,G,2,0,0,0,0,0,0,10.453801932069899
mascira01w,5,LAS,F,116,8,0,28,5,1,5,13.250116084321407
mascira01w,6,LAS,F,463,23,1,122,47,15,21,19.051135732700537
mascira01w,9,LAS,F,412,16,1,126,40,8,16,16.957504590234617
matteca01w,6,CHA,G,56,6,0,9,3,1,2,15.014590203983511
maxwemo01w,1,IND,F,1029,63,16,332,160,49,64,18.451311953352768
maxwemo01w,2,IND,F,238,14,3,47,38,5,22,18.684902307689672
maxwemo01w,3,IND,F,170,7,4,35,31,7,6,17.15139291048057
mazzake01w,5,CHA,G,339,9,2,79,33,7,20,15.26571816038695
mazzake01w,6,CHA,G,226,7,0,64,31,9,7,15.014590203983511
mazzake01w,7,CHA,G,725,64,6,302,99,47,48,21.758896551724142
mazzake01w,8,PHO,G,488,38,2,182,56,26,20,17.386907711310425
mazzake01w,9,PHO,G,641,38,2,197,66,24,18,16.421840873634945
mazzake01w,10,PHO,G,433,17,3,106,40,10,10,18.35511687388532
mccaibr01w,3,CLE,G,392,41,3,83,26,11,34,14.315489738466017
mccaiti01w,1,ORL,G-F,214,5,1,51,11,3,9,13.919611335267447
mccaiti01w,2,ORL,G-F,442,36,8,97,38,10,34,18.694168867888223
mccaiti01w,3,ORL,G-F,51,2,0,7,3,3,3,17.020645408777487
mccanra01w,10,MIN,F,482,26,10,145,68,15,36,23.14913806010585
mccarja01w,6,CHA,C,311,11,7,50,76,12,22,18.471394236869102
mccarja01w,7,CHA,C,421,25,20,136,105,17,28,20.97243815025489
mccarja01w,8,NYL,C,677,36,20,332,152,39,79,24.646971935007386
mccarja01w,9,NYL,C,816,66,26,425,168,45,67,26.991176470588236
mccarja01w,10,NYL,C,848,88,44,393,175,41,86,25.637264150943395
mccarst01w,1,IND,G-F,635,57,6,230,60,31,47,19.916220472440948
mccarst01w,2,IND,G-F,504,58,14,169,55,26,38,20.957142857142863
mccarst01w,4,IND,G-F,577,58,6,194,41,34,37,19.902946273830157
mccarst01w,5,IND,G-F,450,52,5,91,28,24,30,14.728
mcconsu01w,1,CLE,G,705,119,1,173,50,15,69,16.09021276595745
mccouan01w,10,ATL,F,735,71,12,435,105,74,72,28.42285714285714
mccrani01w,1,WAS,G,1046,85,5,497,56,45,89,20.151051625239006
mccrani01w,2,WAS,G,828,47,0,351,56,26,73,16.19130434782609
mccrani01w,3,IND,G,1058,70,3,369,97,28,82,14.87296786389414
mccrani01w,4,IND,G,734,49,2,131,51,37,44,10.505722070844685
mccrani01w,5,PHO,G,371,13,0,69,29,7,18,13.791543126684637
mccrani01w,6,SAS,G,302,16,0,38,20,11,18,11.906461577900421
mccrani01w,7,CHI,G,86,5,1,22,5,7,10,13.757838920343127
mccrini01w,1,LAS,G,488,65,8,101,32,29,48,17.93028362887527
mccrini01w,2,LAS,G,350,63,0,64,12,21,22,18.34505632028324
mccrini01w,3,LAS,G,356,53,3,51,23,22,24,17.4983083421745
mccrini01w,4,LAS,G,299,32,1,68,29,19,17,16.425681402199707
mcculda01w,1,IND,F-C,456,19,22,175,82,16,37,22.72894736842105
mcculda01w,2,IND,F-C,90,5,2,28,17,0,7,18.52
mcculda01w,3,SEA,F-C,43,1,0,2,7,1,2,22.932750480853294
mcculda01w,4,SEA,F-C,26,0,0,2,1,0,4,19.393438419402422
mcgheca01w,1,ORL,F-C,408,23,5,87,64,21,31,18.10301938672514
mcgheca01w,2,ORL,F-C,71,0,1,14,10,1,6,19.398128190643792
mcgheca01w,3,ORL,F-C,4,0,0,5,1,0,0,33.168578603382606
mckivte01w,4,CHA,C-F,341,6,24,105,91,14,27,24.54545454545455
mckivte01w,5,CHA,C-F,77,0,6,35,18,2,5,28.472727272727273
mckivte01w,6,CHA,C-F,362,7,18,113,65,14,26,20.128176795580114
mckivte01w,8,PHO,C-F,5,0,1,0,1,0,0,19.44
mcwilta01w,1,ORL,F-C,1098,54,31,438,244,59,83,25.104918032786887
mcwilta01w,2,ORL,F-C,1059,69,50,403,243,52,80,26.09405099150142
mcwilta01w,3,ORL,F-C,383,13,14,110,63,19,22,33.168578603382606
mcwilta01w,4,CON,F-C,983,49,33,354,227,43,54,25.035198372329603
mcwilta01w,5,CON,F-C,1133,63,45,413,244,48,73,24.529567519858787
mcwilta01w,6,CON,F-C,1083,65,25,471,248,37,59,27.081440443213296
mcwilta01w,7,CON,F-C,996,80,31,410,306,35,78,29.559036144578315
mcwilta01w,8,LAS,F-C,851,49,30,321,170,34,50,24.31586368977673
mcwilta01w,9,DET,F-C,185,13,5,75,47,3,9,29.47761295964686
mcwilta01w,9,WAS,F-C,862,41,25,347,191,44,75,24.581902552204177
mcwilta01w,10,DET,F-C,1032,98,16,332,225,33,66,22.615116279069774
melvich01w,1,CLE,C-F,904,61,18,373,172,29,62,23.921681415929203
melvich01w,2,CLE,C-F,754,50,16,266,154,24,45,22.817506631299736
melvich01w,3,CLE,C-F,1055,57,18,399,194,28,74,21.613649289099527
melvich01w,4,CLE,C-F,1061,52,22,444,215,28,67,24.24995287464656
melvich01w,5,WAS,C-F,825,37,18,293,131,15,52,19.754181818181824
melvich01w,6,WAS,C-F,1051,25,14,397,199,31,61,21.421883920076112
melvich01w,7,WAS,C-F,999,45,26,405,224,34,62,25.18198198198198
melvich01w,8,CHI,C-F,853,37,22,288,193,32,69,22.000937866354047
melvich01w,8,WAS,C-F,82,0,0,34,20,6,2,26.69268292682927
melvich01w,9,CHI,C-F,759,50,10,278,172,31,49,23.88616600790514
melvich01w,10,WAS,C-F,756,36,29,201,158,34,50,20.404761904761905
mendigi01w,5,SAC,G,39,3,0,10,5,0,3,15.084705426569684
miaomi01w,6,SAC,G,135,13,1,31,4,5,15,14.721326907101622
millebr01w,10,DET,C,8,0,0,0,0,1,0,9.74557046979866
milleco01w,2,WAS,G,137,8,0,34,9,6,13,12.047974962143181
milleco01w,3,WAS,G,904,82,2,298,116,33,59,17.434513274336283
milleco01w,4,WAS,G,1076,86,7,413,127,39,53,19.49553903345725
milleco01w,5,WAS,G,637,43,3,160,63,18,27,13.670957613814759
milleco01w,6,WAS,G,500,44,3,153,59,26,28,17.503200000000003
milleco01w,7,WAS,G,658,59,4,206,91,34,49,17.080851063829783
milleco01w,8,WAS,G,455,25,2,120,49,19,29,15.07609523332019
milleco01w,9,WAS,G,710,47,5,179,85,26,58,12.04225352112676
milleco01w,10,ATL,G,407,33,2,131,50,12,31,16.389573084662196
milleke01w,2,CHA,G,225,14,0,55,28,9,9,11.275650292504933
milleke01w,3,CHA,G,554,49,1,211,68,22,27,20.137906137184114
milleke01w,4,CHA,G,523,47,2,189,53,18,35,17.965583173996173
milleke01w,5,IND,G,1096,106,5,348,108,37,74,16.735401459854014
milleke01w,6,IND,G,1057,81,2,348,86,40,53,16.756859035004734
milleke01w,7,PHO,G,814,94,6,296,144,28,73,19.52137592137592
milleke01w,8,PHO,G,1040,156,5,321,168,42,86,20.19115384615385
milleke01w,9,PHO,G,945,135,4,283,148,22,84,18.22476190476191
milleke01w,10,MIN,G,675,67,2,150,74,24,50,13.312000000000001
millsta01w,1,WAS,C,295,9,8,130,80,10,37,23.69898305084746
millsta01w,2,WAS,C,319,6,4,64,105,14,25,9.082100313479623
millsta01w,3,WAS,C,17,0,0,0,3,1,2,1.9058823529411764
millsta01w,4,SAS,C,185,7,2,58,55,4,23,25.27472768664994
millsta01w,8,DET,C,51,2,0,15,18,0,6,20.68235294117647
miltode01w,1,LAS,F,983,68,29,378,194,44,67,22.771922685656154
miltode01w,2,LAS,F,938,68,29,330,169,49,58,21.534754797441362
miltode01w,3,LAS,F,966,45,35,362,211,50,94,21.998757763975156
miltode01w,4,LAS,F,1086,64,41,416,220,49,79,22.872928176795583
miltode01w,5,LAS,F,604,31,10,186,90,23,48,16.474172185430465
miltode01w,6,WAS,F,1069,58,18,394,172,57,75,20.044153414405987
miltode01w,7,WAS,F,675,48,17,335,112,35,67,24.26666666666667
miltode01w,8,WAS,F,1141,55,38,456,217,52,121,21.12988606485539
miltode01w,9,LAS,F,1016,73,18,431,196,34,99,21.982677165354332
miltode01w,10,LAS,F,1043,71,8,338,157,41,74,17.496069031639507
mitchle01w,9,NYL,G,518,97,3,131,57,17,39,19.966795366795367
mitchle01w,10,NYL,G,436,76,2,80,41,9,26,16.18560442238883
moeggli01w,7,CHI,F,277,17,6,58,46,10,15,18.97338263693017
moeggli01w,8,CHI,F,206,6,2,37,31,3,10,19.52428535992001
moisead01w,2,PHO,G,123,17,0,41,16,6,16,16.38192895510692
moisead01w,3,PHO,G,619,79,3,193,60,30,72,16.336672051696286
moisead01w,8,PHO,G,31,3,0,7,7,3,10,17.386907711310425
montaan01w,10,MIN,F,169,19,0,35,26,9,12,23.14913806010585
montgre01w,10,MIN,G,764,72,9,306,66,25,66,18.334554973821987
mooreja01w,3,IND,C,128,3,1,42,29,5,14,18.82474125874126
mooreje01w,6,CHA,F-C,49,2,0,3,5,0,4,12.700700750667153
mooreje01w,6,LAS,F-C,109,1,0,8,8,4,5,5.119266055045872
mooreje01w,7,LAS,F-C,653,24,9,147,98,22,28,15.475038284839204
mooreje01w,8,LAS,F-C,440,18,6,123,88,6,33,20.932931844888365
mooreje01w,9,LAS,F-C,309,17,5,39,45,4,17,11.137864077669903
mooreje01w,10,IND,F-C,613,14,6,148,96,19,32,15.204567699836868
moorelo01w,6,NYL,G,182,19,0,22,27,10,25,12.721097102780329
moorelo01w,7,NYL,G,952,122,10,208,144,61,65,17.296638655462186
moorelo01w,8,NYL,G,1163,163,5,327,138,75,99,18.84196044711952
moorelo01w,9,NYL,G,809,132,4,154,112,44,77,16.340173053152043
moorelo01w,10,NYL,G,941,133,2,215,125,66,78,17.575345377258238
moorena01w,8,MIN,G,87,4,0,21,15,3,7,16.137346890833495
moorena01w,9,MIN,G,125,5,3,48,15,4,3,16.552109866895073
