bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate
berubca01w,F,,,72.0,155.0,Connecticut,Unknown,1975-09-02,
beviltu01w,G,,,67.0,145.0,Unknown,Unknown,1972-07-19,
bibbyhe01w,Unknown,,,,,Unknown,Unknown,,
bibbyje01w,G,,,67.0,139.0,Unknown,Unknown,1979-08-23,
bibrzag01w,G-F,,,74.0,168.0,Unknown,Unknown,1982-10-21,
birdsu01w,G,,,69.0,150.0,Connecticut,Unknown,1980-10-16,
bishoab01w,F-C,,,74.0,,Unknown,Unknown,1988-11-29,
bjedoni01w,C,,,78.0,195.0,Unknown,Unknown,1971-05-18,
bjorkan01w,F,,,72.0,166.0,Tennessee,Unknown,1989-07-14,
bjorkte01w,C,,,76.0,175.0,Colorado,Unknown,1982-06-29,
blackch01w,C,,,77.0,188.0,Duke,Unknown,1985-11-12,
blackde01w,G,,,63.0,124.0,St. Joseph's,Unknown,1966-07-29,
bladerh01w,G,,,67.0,138.0,Vanderbilt,Unknown,1972-10-29,
blodgci01w,G,,,69.0,130.0,Maine,Unknown,1975-12-23,
blueni01w,G,,,68.0,163.0,UCLA,Unknown,1984-03-29,
blueoc01w,F,,,73.0,163.0,Miami (FL),Unknown,1976-08-18,
bobbish01w,G,,,62.0,130.0,Tennessee,Unknown,1985-12-06,
boddiwh01w,G,,,69.0,149.0,Auburn,Unknown,1987-01-23,
boguemu01w,Unknown,,,,,Unknown,Unknown,,
boldeba01w,G,,,74.0,180.0,Louisiana Tech,Unknown,1969-06-16,
boltoru01w,G,,,69.0,150.0,Auburn,Unknown,1967-05-25,
bondla01w,G,,,67.0,132.0,Missouri,Unknown,1984-02-13,
bonfisu01w,G,,,68.0,145.0,Unknown,Unknown,1974-09-08,
bonnede01w,G,,,76.0,136.0,Auburn,Unknown,1987-08-21,
bookeka01w,C,,,73.0,170.0,Vanderbilt,Unknown,1965-04-10,
bosweca01w,F-G,,,72.0,168.0,Illinois State,Unknown,1962-11-10,
bouceje01w,G,,,68.0,130.0,Virginia,Unknown,1973-12-20,
bouchke01w,F,,,74.0,163.0,Unknown,Unknown,1968-01-13,
bowenli01w,G,,,67.0,145.0,Michigan State,Unknown,1983-10-25,
boydca01w,F,,,73.0,172.0,Unknown,Unknown,1975-10-31,
boyerli99w,Unknown,,,,,Unknown,Unknown,,
bradlki01w,F-C,,,77.0,185.0,Oral Roberts,Unknown,1974-08-26,
brancli01w,G,,,64.0,,Texas A&M,Unknown,,
branzal01w,F,,,76.0,180.0,Florida International,Unknown,1971-07-17,
branzge01w,F,,,76.0,175.0,Florida International,Unknown,1976-07-25,
braxtja01w,F-C,,,75.0,178.0,Louisiana Tech,Unknown,1973-10-06,
braxtka01w,F-C,,,78.0,210.0,Georgia,Unknown,1983-02-18,
brazian01w,F,,,74.0,169.0,Texas Tech,Unknown,1976-09-18,
brcanra01w,C,,,80.0,198.0,none,Unknown,1967-04-15,
brelaje01w,F,,,75.0,170.0,North Carolina,Unknown,1988-02-23,
bristre01w,G,,,70.0,139.0,Arizona,Unknown,1978-02-10,
brogami01w,F,,,73.0,177.0,Unknown,Unknown,1973-02-08,
brondsa01w,G,,,67.0,136.0,U. Western Sydney,Unknown,1968-08-20,
brownci01w,F-C,,,74.0,183.0,Long Beach State,Unknown,1965-03-16,
brownco01w,G,,,69.0,150.0,North Carolina,Unknown,1980-10-21,
brownde01w,Unknown,,,,,Unknown,Unknown,,
browned01w,G-F,,,69.0,163.0,Texas,Unknown,1978-07-01,
brownki01w,G,,,70.0,134.0,Georgia,Unknown,1979-01-13,
brownla01w,C,,,75.0,180.0,Louisiana Tech,Unknown,1972-12-01,
brownle01w,F,,,72.0,166.0,Virginia,Unknown,1977-06-03,
brownru01w,F,,,74.0,175.0,Furman,Unknown,1972-05-05,
brucegr99w,Unknown,,,,,Unknown,Unknown,,
brumfma01w,G,,,68.0,133.0,Rice,Unknown,1978-06-06,
brungje01w,F,,,73.0,165.0,Penn State,Unknown,1982-04-16,
brunsre01w,F,,,75.0,175.0,Georgetown,Unknown,1981-12-11,
bryanjo01w,Unknown,,,,,Unknown,Unknown,,
bullevi01w,F,,,75.0,185.0,Maryland,Unknown,1967-10-04,
burgean01w,G,,,67.0,141.0,Unknown,Unknown,1969-04-10,
burgehe01w,C,,,77.0,195.0,Virginia,Unknown,1971-11-11,
burgehe02w,F,,,77.0,180.0,Virginia,Unknown,1971-11-11,
burgeli01w,F,,,73.0,173.0,Alabama,Unknown,1969-07-27,
burraal01w,C,,,75.0,218.0,Louisiana Tech,Unknown,1975-06-23,
burseja01w,C,,,77.0,199.0,Tulane,Unknown,1979-05-19,
buttsta01w,G,,,71.0,160.0,Tennessee,Unknown,1982-03-10,
byearla01w,G-F,,,71.0,206.0,DePaul,NE Oklahoma A&M (JC),1973-08-12,
byrdla01w,G,,,66.0,131.0,Eastern Michigan,Unknown,1960-02-01,
cabezli01w,F-C,,,75.0,178.0,Central Florida CC,Unknown,1973-10-25,
cainke01w,C,,,78.0,220.0,Tennessee,Unknown,1989-05-16,
camba01w,C,,,80.0,215.0,none,Unknown,1991-08-18,
campbed01w,G,,,68.0,152.0,Texas,Unknown,1968-11-26,
campbmi01w,F-C,,,77.0,170.0,USC,Unknown,1974-02-20,
cantydo01w,G-F,,,69.0,162.0,Alabama,Unknown,1977-03-02,
careyja01w,G,,,66.0,135.0,Texas,Unknown,1981-03-12,
carsoes01w,G-F,,,72.0,165.0,Rutgers,Unknown,1986-07-28,
carteam01w,F,,,74.0,185.0,Louisiana State,Unknown,1982-06-21,
cartede01w,G-F,,,72.0,185.0,Georgia,Unknown,1972-01-03,
cartesy01w,G,,,66.0,,Texas A&M,Unknown,1990-11-18,
cashsw01w,F,,,73.0,162.0,Connecticut,Unknown,1979-09-22,
cassija01w,C,,,75.0,187.0,Maine,Unknown,1978-09-12,
castriz01w,F-G,,,72.0,140.0,Unknown,Unknown,1982-03-13,
catchta01w,F,,,73.0,167.0,Tennessee,Unknown,1979-07-21,
caufila01w,G,,,69.0,159.0,Oklahoma,Unknown,1980-05-25,
cebriel01w,C,,,77.0,190.0,none,Unknown,1971-02-07,
chacoke01w,G,,,69.0,151.0,George Mason,Unknown,1974-12-21,
chambco01w,G,,,69.0,160.0,Georgia,Unknown,1985-07-06,
chancva99w,Unknown,,,,,Unknown,Unknown,,
chanequ01w,G,,,71.0,160.0,Louisiana State,Unknown,1986-04-14,
chapmji01w,C,,,75.0,206.0,Indiana,Unknown,1979-11-04,
charlda01w,F-C,,,75.0,141.0,Tennessee,Unknown,1968-11-22,
charlti01w,C,,,76.0,198.0,Connecticut,Unknown,1988-12-05,
chaseso01w,G,,,69.0,150.0,Maryland,Unknown,1976-03-09,
chatmda99w,Unknown,,,,,Unknown,Unknown,,
cheekjo01w,F,,,73.0,201.0,Duke,Unknown,1988-06-25,
cheruam01w,G,,,70.0,140.0,Indiana,Unknown,1970-04-18,
chestfe01w,F,,,75.0,180.0,DePaul,Unknown,1988-03-24,
choneka01w,C,,,75.0,180.0,North Carolina State,Unknown,1981-01-11,
chriska01w,F,,,74.0,171.0,UC Santa Barbara,Unknown,1980-11-16,
chriska02w,F,,,72.0,180.0,Duke,Unknown,1989-09-11,
chrissh01w,F,,,73.0,170.0,Arkansas,Unknown,1982-02-15,
cironkr01w,G,,,68.0,150.0,Illinois State,Unknown,1987-05-19,
clarkal01w,F,,,70.0,167.0,Middle Tennessee State,Unknown,1987-07-07,
clarkma01w,F-C,,,75.0,,Arizona,Unknown,1971-01-01,
cleamji01w,Unknown,,,,,Unknown,Unknown,,
clearmi01w,G,,,66.0,126.0,Australian Institute of Sport,Unknown,1974-07-16,
clinest01w,G,,,65.0,148.0,UC Santa Barbara,Unknown,1978-04-22,
coggicl01w,G,,,71.0,170.0,Kansas State,Unknown,1985-05-19,
cokermo01w,F,,,73.0,180.0,Old Dominion,Unknown,1982-11-28,
colemco01w,F,,,72.0,170.0,Ohio State,Unknown,1981-04-13,
colemma01w,G-F,,,73.0,160.0,Maryland,Unknown,1987-01-04,
colleka01w,G-F,,,70.0,145.0,Maryland,Unknown,1971-03-17,
colsosy01w,G,,,68.0,140.0,Texas A&M,Unknown,1989-08-06,
compame01w,G,,,69.0,143.0,St. Joseph's,Unknown,1975-09-18,
congran01w,F-C,,,74.0,183.0,Mercer,Unknown,1970-06-03,
conklab01w,F,,,75.0,175.0,Tennessee,Unknown,1975-02-10,
consuca01w,G,,,68.0,144.0,Iowa,Unknown,1979-03-04,
coopeca01w,C,,,76.0,176.0,Purdue,Unknown,1979-02-05,
coopecy01w,G,,,70.0,150.0,USC,Unknown,1963-04-14,
coopemi01w,Unknown,,,,,Unknown,Unknown,,
cowenda01w,Unknown,,,,,Unknown,Unknown,,
coylepa99w,Unknown,,,,,Unknown,Unknown,,
crawlsy01w,F-C,,,77.0,187.0,North Carolina,Unknown,1972-09-27,
crockda01w,F,,,73.0,158.0,Baylor,Unknown,1981-02-11,
crockwi01w,F,,,74.0,215.0,Connecticut,Unknown,1984-07-05,
cronika01w,G,,,72.0,155.0,Colorado State,Unknown,1977-09-08,
crosssh01w,G,,,70.0,155.0,Tennessee,Unknown,1983-09-07,
crumpca01w,G,,,70.0,158.0,Alabama,Unknown,1962-10-29,
cummiki01w,F,,,75.0,188.0,Long Beach State,Unknown,1963-08-29,
cunnibe01w,G,,,72.0,163.0,Notre Dame,Unknown,1975-06-05,
cunnida01w,F,,,72.0,187.0,Rutgers,Unknown,1980-01-27,
cunnima01w,F-C,,,76.0,,Vanderbilt,Unknown,1973-05-20,
currimo01w,F,,,72.0,177.0,Duke,Unknown,1983-02-25,
curryed01w,G,,,64.0,138.0,Oregon,Unknown,1979-07-09,
dailesh99w,Unknown,,,,,Unknown,Unknown,,
dalesst01w,G-F,,,72.0,155.0,Oklahoma,Unknown,1979-09-05,
daleygr01w,G,,,66.0,147.0,Tulane,Unknown,1978-06-26,
darlihe01w,G,,,66.0,164.0,Penn State,Unknown,1978-08-29,
darscna99w,Unknown,,,,,Unknown,Unknown,,
davenje01w,C,,,77.0,215.0,Ohio State,Unknown,1985-06-24,
davisbr01w,G,,,72.0,172.0,Oregon,Unknown,1983-01-01,
daviscl01w,F,,,73.0,165.0,Texas,Unknown,1967-06-04,
davisde01w,G,,,67.0,138.0,Vanderbilt,Unknown,1984-11-08,
davisla01w,G,,,67.0,145.0,Tennessee,Unknown,1974-10-08,
davista01w,F,,,70.0,160.0,Washington,Unknown,1972-09-25,
davista02w,G,,,71.0,,Florida State,Unknown,1987-06-07,
dedenka01w,F,,,76.0,170.0,Washington,Unknown,1969-09-23,
deforan01w,G,,,70.0,160.0,Nebraska,Unknown,1976-04-14,
derevje01w,G,,,70.0,140.0,George Mason,Unknown,1982-03-29,
desouer01w,F-C,,,77.0,190.0,Unknown,Unknown,1982-03-03,
dickeke01w,F,,,71.0,165.0,Texas Tech,Unknown,1978-04-20,
dillata01w,G,,,69.0,154.0,Texas,Unknown,1981-05-06,
dixonin01w,C,,,75.0,,California,Unknown,1972-09-16,
dixonta01w,G,,,69.0,148.0,Kansas,Unknown,1975-12-14,
doagela01w,G,,,66.0,137.0,Nebraska,Unknown,1975-05-15,
domonna01w,G,,,70.0,132.0,Iowa,Unknown,1975-09-28,
donapbe01w,F-C,,,74.0,195.0,Stanford,Unknown,1980-08-27,
donovan99w,Unknown,,,,,Unknown,Unknown,,
doronsh01w,G,,,69.0,145.0,Maryland,Unknown,1985-04-01,
dossaci01w,C,,,77.0,187.0,Unknown,Unknown,1975-01-31,
douglka01w,G-F,,,72.0,167.0,Purdue,Unknown,1979-05-07,
duffyme01w,G,,,67.0,135.0,Notre Dame,Unknown,1984-07-13,
dunlavi01w,F,,,73.0,160.0,Kentucky,Unknown,1989-09-19,
dunnli99wc,Unknown,,,,,Unknown,Unknown,,
dunntr01wc,Unknown,,,,,Unknown,Unknown,,
dupreca01w,F,,,74.0,162.0,Temple,Unknown,1984-08-16,
dydekka01w,F-C,,,79.0,190.0,Evangel,Unknown,1970-03-21,
dydekma01w,C,,,,223.0,Unknown,Unknown,1974-04-28,2011-05-27
edwarmi01w,G,,,69.0,150.0,Rutgers,Unknown,1966-03-06,
edwarsi01w,C,,,76.0,164.0,Iowa,Unknown,1973-11-17,
edwarte01w,G-F,,,71.0,155.0,Georgia,Unknown,1964-07-09,
edwarto01w,G,,,70.0,160.0,Tennessee,Unknown,1968-03-13,
elysh01w,F,,,74.0,182.0,Tennessee,Unknown,1983-08-09,
enissh01w,F-C,,,73.0,185.0,Alabama,Unknown,1974-12-03,
erbsu01w,C,,,78.0,240.0,North Carolina State,Unknown,1977-07-25,
ervinla01w,F,,,76.0,171.0,Arkansas,Unknown,1985-03-24,
estessh99w,Unknown,,,,,Unknown,Unknown,,
evansda01w,G,,,67.0,,James Madison,Unknown,1989-06-30,
evansde01w,G,,,64.0,125.0,Virginia,Unknown,1970-10-11,
fallotr01w,G-F,,,75.0,165.0,Unknown,Unknown,1972-07-23,
farriba01w,C-F,,,75.0,200.0,Tulane,Unknown,1976-09-10,
feastal01w,F,,,71.0,168.0,Harvard,Unknown,1976-02-11,
feifesu01w,G,,,73.0,162.0,Unknown,Unknown,1979-01-29,
feldeja01w,F,,,73.0,,Southern Mississippi,Unknown,1969-10-16,
ferdima01w,G,,,69.0,153.0,Louisiana State,Unknown,1978-10-13,
fernama01w,G,,,71.0,138.0,Unknown,Unknown,1981-12-21,
ferrama01w,F,,,75.0,190.0,Unknown,Unknown,1972-02-11,
figgsuk01w,G,,,69.0,142.0,Purdue,Unknown,1977-03-31,
fijalis01w,C,,,77.0,200.0,Colorado,Unknown,1972-05-23,
firsool01w,C,,,78.0,215.0,Kansas State,Unknown,1976-04-23,
floremi01w,G,,,66.0,125.0,Stanford,Unknown,1977-10-19,
flukety01w,C,,,77.0,209.0,Tennessee,Unknown,1984-12-27,
folklkr01w,F,,,74.0,190.0,Stanford,Unknown,1975-12-19,
fordch01w,F,,,75.0,198.0,Louisiana Tech,Unknown,1981-06-06,
fordki01w,G-F,,,70.0,153.0,Georgia Tech,Unknown,1975-04-04,
fordst01w,F,,,74.0,185.0,Georgia,Unknown,1969-01-14,
fortnne99w,Unknown,,,,,Unknown,Unknown,,
fostecl99w,Unknown,,,,,Unknown,Unknown,,
fosteto01w,F,,,73.0,175.0,Iowa,Unknown,1971-10-16,
fowlesy01w,C,,,78.0,200.0,Louisiana State,Unknown,1985-10-06,
francde01w,F,,,70.0,193.0,Iowa State,Unknown,1975-08-24,
frankaq01w,G,,,64.0,154.0,Texas A&M,Unknown,1985-09-29,
frankba01w,F-C,,,,,Wisconsin,Unknown,,
frazeme01w,F,,,75.0,191.0,Liberty,Unknown,1987-03-29,
freemla01w,F,,,73.0,175.0,Auburn,Unknown,1971-03-17,
fresest01w,G,,,68.0,126.0,Iowa State,Unknown,1976-09-23,
frettla01w,F,,,75.0,170.0,Georgia,Unknown,1975-06-12,
friertr01w,F,,,74.0,186.0,Louisiana Tech,Unknown,1979-08-23,
frohlli01w,F-C,,,75.0,185.0,Unknown,Unknown,1979-06-23,
frostsh01w,C,,,76.0,184.0,Tennessee,Unknown,1966-12-19,
futreca01w,G,,,70.0,154.0,Duquesne,Unknown,1982-07-10,
gaineco01w,Unknown,,,,,Unknown,Unknown,,
gaithka01w,C,,,75.0,170.0,Notre Dame,Unknown,1975-08-13,
gamblam01w,F,,,70.0,163.0,Arizona,Unknown,1964-12-17,
ganttr01w,C,,,74.0,181.0,Lamar,Unknown,1971-10-10,
garcibe01w,G,,,65.0,135.0,Unknown,Unknown,1976-09-03,
gardike01w,F,,,73.0,168.0,Virginia Tech,Unknown,1984-05-19,
gardnan01w,F-C,,,75.0,190.0,Howard,Unknown,1979-12-23,
garnean01w,F-C,,,75.0,160.0,Penn State,Unknown,1979-01-05,
gaydeco01w,G,,,69.0,150.0,Louisiana State,Unknown,1971-05-11,
gaypi01w,G-F,,,71.0,183.0,Louisiana State,Unknown,1974-08-21,
gearlka01w,G-F,,,73.0,184.0,Purdue,Unknown,1984-10-26,
gessiki01w,F,,,75.0,175.0,USC,Unknown,1970-12-29,
gibsoke01w,F-G,,,70.0,136.0,Maryland,Unknown,1976-11-10,
gilbrbr01w,G,,,73.0,,USC,Unknown,1990-08-16,
gilloje01w,F-C,,,75.0,180.0,Mississippi,Unknown,1964-06-13,
gilmous01w,G,,,71.0,158.0,Rutgers,Unknown,1978-08-24,
gisseka01w,F,,,73.0,178.0,Penn State,North Carolina State,1985-07-27,
givench01w,G,,,70.0,,Middle Tennessee State,Unknown,1985-07-26,
godbyli01w,F-C,,,78.0,163.0,Auburn,Unknown,1968-10-17,
gomisem01w,G,,,71.0,134.0,Unknown,Unknown,1983-10-18,
goodemo01w,G,,,66.0,130.0,Stanford,Unknown,1972-02-08,
goodeti01w,F,,,71.0,165.0,Iowa,Unknown,1975-10-23,
goodlsa01w,C,,,77.0,239.0,Georgia Tech,Unknown,1990-08-09,
goodsad01w,F,,,72.0,165.0,Old Dominion,Unknown,1966-10-19,
gordobr01w,F,,,72.0,159.0,Tennessee,Unknown,1967-04-27,
goringi01w,C,,,79.0,225.0,North Carolina State (jr-sr),Arkansas-Fort Smith (fr-so),1983-06-07,
gortmsh01w,G,,,70.0,158.0,South Carolina,Unknown,1979-12-07,
grafca99wc,Unknown,,,,,Unknown,Unknown,,
grahama01w,C,,,75.0,240.0,Houston,Unknown,1970-12-18,
granter01w,G,,,68.0,125.0,Texas Tech,Unknown,1984-06-13,
gravede01w,C,,,77.0,212.0,Howard,Unknown,1975-09-16,
graylal01w,G,,,68.0,176.0,California,Unknown,1987-04-21,
grecomi01w,G,,,69.0,145.0,UCLA,Unknown,1980-03-24,
greenci01w,C,,,77.0,183.0,Texas Tech,Unknown,1983-04-04,
greenka01w,G,,,70.0,170.0,Connecticut,Unknown,1987-07-13,
grginve01w,F,,,73.0,160.0,Unknown,Unknown,1975-01-13,
griffke01w,F,,,74.0,179.0,Nebraska,Unknown,1987-07-02,
griffyo01w,C-F,,,75.0,188.0,Florida Atlantic,Unknown,1970-03-01,
groomla01w,G-F,,,70.0,160.0,Georgia,Unknown,1970-09-12,
grubigo01w,G,,,71.0,165.0,Unknown,Unknown,1972-08-20,
grudasa01w,F-C,,,76.0,185.0,Unknown,Unknown,1987-06-25,
guytowa01w,F,,,73.0,178.0,South Florida,Unknown,1965-10-14,
hagiwmi01w,G,,,71.0,161.0,Unknown,Unknown,1970-04-27,
hairska01w,F,,,72.0,150.0,Temple,Unknown,1985-08-18,
hallam01w,F,,,75.0,180.0,Washington,Unknown,1977-12-29,
hallvi01w,F,,,73.0,180.0,Texas,Unknown,1969-10-03,
hamblan01w,G,,,70.0,170.0,Iowa,Unknown,1976-09-30,
hammobe01w,G,,,66.0,136.0,Colorado State,Unknown,1977-03-11,
hamptky01w,F,,,74.0,210.0,Arizona State,Unknown,1962-11-03,
hamzoro01w,G,,,69.0,152.0,Unknown,Unknown,1970-08-17,
hardili01w,G,,,68.0,139.0,Duke,Unknown,1984-06-12,
hardish01w,G,,,69.0,165.0,Louisiana Tech,Unknown,1969-06-27,
hargrli99w,Unknown,,,,,Unknown,Unknown,,
harpela01w,F-C,,,77.0,190.0,Maryland,Unknown,1986-04-11,
harriam01w,F,,,77.0,202.0,Xavier,Unknown,1988-01-16,
harrido01w,F,,,75.0,190.0,Old Dominion,Unknown,1966-09-29,
harrifr01w,G,,,72.0,154.0,Texas,Unknown,1965-03-12,
harrili01w,F,,,73.0,164.0,Tennessee,Unknown,1971-01-02,
harrokr01w,G,,,64.0,139.0,Unknown,Unknown,1975-03-04,
harveca99w,Unknown,,,,,Unknown,Unknown,,
haydeva01w,C,,,76.0,240.0,Florida,Unknown,1982-06-05,
hayesti01w,G,,,70.0,,Connecticut,Unknown,1989-09-20,
haynikr01w,G,,,69.0,147.0,Michigan State,Unknown,1983-06-17,
headde01w,G,,,70.0,160.0,Tennessee,Unknown,1970-08-16,
hedgpch01w,G,,,69.0,143.0,Stanford,Unknown,1972-02-17,
hemmera01w,F-C,,,75.0,,Stanford,Unknown,1973-04-02,
hendene01w,G,,,68.0,144.0,Texas,Unknown,1973-02-28,
hendetr01w,C,,,75.0,200.0,Georgia,Unknown,1974-12-31,
henniso01w,G,,,67.0,143.0,Stanford,Unknown,1969-10-04,
henryan01w,F,,,75.0,205.0,Florida,Unknown,1986-02-13,
herriam01w,C,,,76.0,189.0,Iowa,Unknown,1977-06-06,
hibbeka01w,G-F,,,70.0,140.0,Louisiana State,Unknown,1977-09-29,
hicksje01w,F-C,,,76.0,188.0,Maryland,Unknown,1971-12-02,
hightal01w,G,,,70.0,139.0,Louisiana State,Unknown,1988-04-06,
hillec01w,G,,,67.0,173.0,Northern Illinois,Unknown,1971-04-06,
hillmli99w,Unknown,,,,,Unknown,Unknown,,
hillmna01w,Unknown,,,,,Vanderbilt,Unknown,,
hledeko01w,G,,,69.0,150.0,Duquesne,Unknown,1975-03-29,
hodgeda01w,G-F,,,73.0,170.0,St. Joseph's,Unknown,1968-01-21,
hodgedo01w,G,,,69.0,160.0,Louisiana State,Unknown,1982-07-19,
hodgero01w,G,,,71.0,165.0,Florida State,Unknown,1982-07-19,
hodgesa01w,F-G,,,69.0,,New Orleans,Unknown,1962-07-31,
hoffmeb01w,F,,,74.0,215.0,USC,Unknown,1982-08-27,
holdeta99w,Unknown,,,,,Unknown,Unknown,,
holdsch01w,F,,,74.0,172.0,Tennessee,Unknown,1977-08-09,
hollake01w,G,,,68.0,129.0,Georgia,Unknown,1974-11-05,
holliqu01w,C,,,77.0,201.0,Virginia Commonwealth,Unknown,1988-11-15,
holmejo01w,F,,,70.0,150.0,Purdue,Unknown,1969-03-31,
holmese01w,G-F,,,73.0,155.0,UNLV,Unknown,1986-06-13,
holtam01w,F,,,72.0,168.0,Middle Tennessee State,Unknown,1985-06-07,
hopeky01w,C,,,74.0,165.0,Miami (FL),Unknown,1977-11-23,
hopsosu01w,F-C,,,74.0,175.0,Mars Hill,Unknown,1974-06-21,
hornbal01w,G,,,71.0,155.0,Tennessee,Unknown,1985-10-16,
houstch01w,F,,,72.0,189.0,Connecticut,Unknown,1986-04-10,
houtsas01w,G,,,66.0,140.0,Georgia,Unknown,1987-12-31,
howarje01w,G,,,66.0,130.0,North Carolina State,Unknown,1975-01-21,
howarme01w,G,,,69.0,145.0,SW Missouri State,Unknown,1972-04-02,
hudsopa01w,F,,,71.0,139.0,Northwestern State,Unknown,1968-09-19,
hugheda99w,Unknown,,,,,Unknown,Unknown,,
hullaja99w,Unknown,,,,,Unknown,Unknown,,
humphta01w,C,,,75.0,190.0,Georgia,Unknown,1985-12-29,
ibekwif01w,F,,,74.0,,Arizona,Unknown,1989-10-05,
irvinsa01w,F,,,75.0,185.0,Texas Christian,Unknown,1982-02-23,
ivanyda01w,G,,,70.0,135.0,Florida International,Unknown,1976-03-18,
iveyni01w,G,,,67.0,149.0,Notre Dame,Unknown,1977-09-24,
jacksan01w,C,,,76.0,205.0,Texas,Unknown,1976-03-30,
jacksde01w,F,,,74.0,155.0,Alabama-Birmingham,Unknown,1979-12-15,
jacksgw01w,F,,,75.0,182.0,Tennessee,Unknown,1980-10-23,
jacksla01w,F-C,,,77.0,187.0,Unknown,Unknown,1981-05-11,
